IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
106.193.99.53 	 ['[06/Mar/2022:11:50:42', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 77643 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'SM-A315F)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/97.0.4692.98', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
106.193.99.53 	 ['[06/Mar/2022:11:50:42', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 1366 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'SM-A315F)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/97.0.4692.98', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
106.193.99.53 	 ['[06/Mar/2022:11:50:42', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 290954 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'SM-A315F)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/97.0.4692.98', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
106.193.99.53 	 ['[06/Mar/2022:11:50:43', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 31192 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'SM-A315F)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/97.0.4692.98', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
106.193.99.53 	 ['[06/Mar/2022:11:50:43', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'SM-A315F)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/97.0.4692.98', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
106.193.99.53 	 ['[06/Mar/2022:11:50:44', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 5318 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'SM-A315F)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/97.0.4692.98', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
106.193.99.53 	 ['[06/Mar/2022:11:50:44', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 3852 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'SM-A315F)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/97.0.4692.98', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
106.193.99.53 	 ['[06/Mar/2022:11:50:44', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 308 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'SM-A315F)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/97.0.4692.98', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
42.236.10.109 	 ['[06/Mar/2022:11:50:48', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 708 	 [' Mozilla/5.0', '(iPhone;', 'CPU', 'iPhone', 'OS', '11_0', 'like', 'Mac', 'OS', 'X)', 'AppleWebKit/604.1.34', '(KHTML,', 'like', 'Gecko)', 'Version/11.0', 'Mobile/15A5341f', 'Safari/604.1;360Spider \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
42.236.10.108 	 ['[06/Mar/2022:11:51:08', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 14104 	 [' Mozilla/5.0', '(iPhone;', 'CPU', 'iPhone', 'OS', '11_0', 'like', 'Mac', 'OS', 'X)', 'AppleWebKit/604.1.34', '(KHTML,', 'like', 'Gecko)', 'Version/11.0', 'Mobile/15A5341f', 'Safari/604.1;360Spider \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
114.119.144.36 	 ['[06/Mar/2022:12:29:53', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 6971 	 [' Mozilla/5.0', '(Linux;', 'Android', '7.0;)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Mobile', 'Safari/537.36', '(compatible;', 'PetalBot;+https://webmaster.petalsearch.com/site/petalbot) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
52.26.127.186 	 ['[06/Mar/2022:12:50:12', '+0530]'] 	  GET 	 HTTP/1.1  	 303 	 4286 	 [' Mozilla/5.0', '(Macintosh;', 'Intel', 'Mac', 'OS', 'X', '10_11_5)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/50.0.2661.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
185.220.100.251 	 ['[06/Mar/2022:13:03:09', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 62300 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'WOW64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.85', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
185.220.100.251 	 ['[06/Mar/2022:13:03:11', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 33908 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'WOW64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.85', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
185.220.100.251 	 ['[06/Mar/2022:13:03:12', '+0530]'] 	  POST 	 HTTP/1.0  	 303 	 850 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'WOW64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.85', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
185.220.100.251 	 ['[06/Mar/2022:13:03:12', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 34317 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'WOW64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.85', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
185.220.100.251 	 ['[06/Mar/2022:13:03:13', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 62238 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'WOW64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.85', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:14', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 14113 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:14', '+0530]'] 	  GET 	 HTTP/1.0  	 304 	 288 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:14', '+0530]'] 	  GET 	 HTTP/1.0  	 304 	 288 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:14', '+0530]'] 	  GET 	 HTTP/1.0  	 304 	 288 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:14', '+0530]'] 	  GET 	 HTTP/1.0  	 304 	 288 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:14', '+0530]'] 	  GET 	 HTTP/1.0  	 304 	 288 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:14', '+0530]'] 	  GET 	 HTTP/1.0  	 304 	 288 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:15', '+0530]'] 	  GET 	 HTTP/1.0  	 304 	 288 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:16', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 308 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:17', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9313 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:18', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:18', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 308 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:31', '+0530]'] 	  POST 	 HTTP/1.0  	 303 	 1032 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:32', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 826 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:32', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 23421 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:33', '+0530]'] 	  POST 	 HTTP/1.0  	 200 	 38011 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:33', '+0530]'] 	  POST 	 HTTP/1.0  	 200 	 4860 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:34', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 308 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:34', '+0530]'] 	  POST 	 HTTP/1.0  	 200 	 341 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:34', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 431 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:34', '+0530]'] 	  POST 	 HTTP/1.0  	 200 	 4863 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:34', '+0530]'] 	  POST 	 HTTP/1.0  	 200 	 381 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:35', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 21406 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:37', '+0530]'] 	  POST 	 HTTP/1.0  	 200 	 341 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:37', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 308 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:39', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 19223 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:40', '+0530]'] 	  POST 	 HTTP/1.0  	 200 	 341 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
49.36.176.252 	 ['[06/Mar/2022:13:27:40', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 308 	 [' Mozilla/5.0', '(Linux;', 'Android', '11;', 'Redmi', 'Note', '8)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.101', 'Mobile', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
45.134.144.140 	 ['[06/Mar/2022:13:29:06', '+0530]'] 	  GET 	 HTTP/1.1  	 404 	 4883 	 [' python-requests/2.6.0', 'CPython/2.7.5', 'Linux/3.10.0-1160.el7.x86_64 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:02', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 14010 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:03', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 187748 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:03', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 747627 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:03', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 16533 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:03', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 747627 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:03', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 747627 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:03', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 16533 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:03', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 13948 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:03', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 12171 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:04', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 56040 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:06', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9241 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:06', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:17', '+0530]'] 	  POST 	 HTTP/1.0  	 303 	 1224 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:18', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 826 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:18', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 23396 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:18', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 1290 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:19', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 1156 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
123.201.54.198 	 ['[06/Mar/2022:13:31:19', '+0530]'] 	  POST 	 HTTP/1.0  	 200 	 38139 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/98.0.4758.102', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
