IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
109.107.180.230 	 ['[06/Mar/2022:19:33:11', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 33908 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.85', 'Safari/537.36', 'Edg/90.0.818.46 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
207.46.13.12 	 ['[06/Mar/2022:20:11:18', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'bingbot/2.0;', '+http://www.bing.com/bingbot.htm) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
207.46.13.12 	 ['[06/Mar/2022:20:11:28', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9209 	 [' Mozilla/5.0', '(compatible;', 'bingbot/2.0;', '+http://www.bing.com/bingbot.htm) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.191.232 	 ['[06/Mar/2022:20:11:30', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 4113 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'WOW64)', 'AppleWebKit/534+', '(KHTML,', 'like', 'Gecko)', 'BingPreview/1.0b \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.139.84 	 ['[06/Mar/2022:20:11:30', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 725174 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'WOW64)', 'AppleWebKit/534+', '(KHTML,', 'like', 'Gecko)', 'BingPreview/1.0b \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.139.107 	 ['[06/Mar/2022:20:11:30', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 99828 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'WOW64)', 'AppleWebKit/534+', '(KHTML,', 'like', 'Gecko)', 'BingPreview/1.0b \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.139.91 	 ['[06/Mar/2022:20:11:31', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 17987 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'WOW64)', 'AppleWebKit/534+', '(KHTML,', 'like', 'Gecko)', 'BingPreview/1.0b \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.139.125 	 ['[06/Mar/2022:20:11:31', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 283408 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'WOW64)', 'AppleWebKit/534+', '(KHTML,', 'like', 'Gecko)', 'BingPreview/1.0b \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.191.245 	 ['[06/Mar/2022:20:11:32', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 18224 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'WOW64)', 'AppleWebKit/534+', '(KHTML,', 'like', 'Gecko)', 'BingPreview/1.0b \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.139.85 	 ['[06/Mar/2022:20:11:32', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 1501 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'WOW64)', 'AppleWebKit/534+', '(KHTML,', 'like', 'Gecko)', 'BingPreview/1.0b \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.191.237 	 ['[06/Mar/2022:20:11:32', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 1501 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'WOW64)', 'AppleWebKit/534+', '(KHTML,', 'like', 'Gecko)', 'BingPreview/1.0b \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.139.91 	 ['[06/Mar/2022:20:11:34', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 1246485 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'WOW64)', 'AppleWebKit/534+', '(KHTML,', 'like', 'Gecko)', 'BingPreview/1.0b \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.139.108 	 ['[06/Mar/2022:20:11:34', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 2684 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'WOW64)', 'AppleWebKit/534+', '(KHTML,', 'like', 'Gecko)', 'BingPreview/1.0b \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:18:43', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:18:44', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:18:45', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:18:47', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:18:50', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:18:53', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 14006 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:18:56', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:18:56', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9209 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:18:58', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:18:59', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9207 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:01', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:01', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9205 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:03', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:04', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9211 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:06', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:06', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9209 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:10', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:10', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9207 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:12', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:13', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9208 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:17', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9269 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:18', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:19', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9210 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:22', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:22', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9210 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:24', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:24', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9206 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:27', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:27', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9206 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:29', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:30', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9206 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:31', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:31', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9211 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:33', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:33', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9204 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:36', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:36', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9205 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:42', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:42', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9210 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:48', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:19:48', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9204 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:20:00', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:20:00', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9211 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:20:06', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:20:06', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9206 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:20:17', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[06/Mar/2022:20:20:18', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9206 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
114.119.143.51 	 ['[06/Mar/2022:20:49:10', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
207.46.13.39 	 ['[06/Mar/2022:21:13:41', '+0530]'] 	  GET 	 HTTP/1.0  	 403 	 1528 	 [' Mozilla/5.0', '(compatible;', 'bingbot/2.0;', '+http://www.bing.com/bingbot.htm) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
109.107.188.36 	 ['[06/Mar/2022:21:40:04', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 62300 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.72', 'Safari/537.36', 'Edg/90.0.818.42 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
109.107.188.36 	 ['[06/Mar/2022:21:40:05', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 850 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.72', 'Safari/537.36', 'Edg/90.0.818.42 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
109.107.188.36 	 ['[06/Mar/2022:21:40:06', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 33908 	 [' Mozilla/5.0', '(Windows', 'NT', '10.0;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.72', 'Safari/537.36', 'Edg/90.0.818.42 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
173.231.60.194 	 ['[06/Mar/2022:21:48:15', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;', 'Adsbot/3.1;', '+https://seostar.co/robot/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
173.231.60.194 	 ['[06/Mar/2022:21:48:21', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 14005 	 [' Mozilla/5.0', '(compatible;', 'Adsbot/3.1;', '+https://seostar.co/robot/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
192.241.222.55 	 ['[06/Mar/2022:22:59:03', '+0530]'] 	  GET 	 HTTP/1.0  	 400 	 0 	 [' - \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
192.241.218.96 	 ['[06/Mar/2022:23:21:32', '+0530]'] 	  GET 	 HTTP/1.1  	 303 	 3700 	 [' Mozilla/5.0', 'zgrab/0.x \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
192.185.4.60 	 ['[06/Mar/2022:23:53:45', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' - \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
40.77.167.106 	 ['[07/Mar/2022:00:35:51', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;', 'bingbot/2.0;', '+http://www.bing.com/bingbot.htm) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
207.46.13.39 	 ['[07/Mar/2022:00:36:01', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 235 	 [' Mozilla/5.0', '(compatible;', 'bingbot/2.0;', '+http://www.bing.com/bingbot.htm) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
114.119.150.22 	 ['[07/Mar/2022:00:42:07', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 912 	 [' Mozilla/5.0', '(Linux;', 'Android', '7.0;)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Mobile', 'Safari/537.36', '(compatible;', 'PetalBot;+https://webmaster.petalsearch.com/site/petalbot) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
114.119.150.22 	 ['[07/Mar/2022:00:42:09', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9307 	 [' Mozilla/5.0', '(Linux;', 'Android', '7.0;)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Mobile', 'Safari/537.36', '(compatible;', 'PetalBot;+https://webmaster.petalsearch.com/site/petalbot) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
206.189.85.88 	 ['[07/Mar/2022:00:48:37', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(X11;', 'Ubuntu;', 'Linux', 'x86_64;', 'rv:62.0)', 'Gecko/20100101', 'Firefox/62.0 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
188.126.73.220 	 ['[07/Mar/2022:00:48:47', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 62300 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.85', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
188.126.73.220 	 ['[07/Mar/2022:00:48:54', '+0530]'] 	  GET 	 HTTP/1.0  	 303 	 850 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.85', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
188.126.73.220 	 ['[07/Mar/2022:00:48:55', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 33908 	 [' Mozilla/5.0', '(Windows', 'NT', '6.1;', 'Win64;', 'x64)', 'AppleWebKit/537.36', '(KHTML,', 'like', 'Gecko)', 'Chrome/90.0.4430.85', 'Safari/537.36 \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
135.181.113.236 	 ['[07/Mar/2022:01:47:48', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;', 'MJ12bot/v1.4.8;', 'http://mj12bot.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
135.181.113.236 	 ['[07/Mar/2022:01:47:49', '+0530]'] 	  GET 	 HTTP/1.0  	 200 	 9439 	 [' Mozilla/5.0', '(compatible;', 'MJ12bot/v1.4.8;', 'http://mj12bot.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[07/Mar/2022:02:38:21', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
157.90.209.77 	 ['[07/Mar/2022:02:38:22', '+0530]'] 	  GET 	 HTTP/1.0  	 404 	 1712 	 [' Mozilla/5.0', '(compatible;', 'BLEXBot/1.0;', '+http://webmeup-crawler.com/) \n'] 	IP 	 Datetime	 Requesttype	 protocol	 statuscode	 filesize	 useragentdetails	
